"SpillNumber","DateReported","Note","Product","ProductNote","Town","Location","LATITUDE","LONGITUDE"
"I-82-1999",5/27/1999,"","","","PRESQUE ISLE","",46.677631,-68.0316
"I-82-2001",7/2/2001 8:15:00 AM,"","","","MARS HILL","",46.511942,-67.857783
"I-82-2002",5/17/2002 2:36:11 PM,"","#2 Fuel Oil","","CARIBOU","caribou bulk plant",46.809882,-67.996433
"I-82-2003",3/24/2003 7:25:46 AM,"","#1 Fuel Oil - Kerosene","","OAKFIELD","Brown Road Oakfield, Maine  04763",46.102782,-68.087822
"I-82-2007",4/20/2007 10:25:00 AM,"line leak on outside 330 gallons AST, resulted 50 gallon spill of K-1 oil into basement","#1 Fuel Oil - Kerosene","","WOODLAND","Inez Connolly residence, 23 Goodwin Road, Caribou",46.90983,-68.106385
"I-83-1994",6/26/1994 11:50:00 AM,"","Non-Chemical Non-Oil Unspecified","","FORT FAIRFIELD","",46.848615,-67.941799
"I-83-1995",9/11/1995 7:50:00 AM,"","#2 Fuel Oil","","CARIBOU","",46.860503,-67.958476
"I-83-1996",7/23/1996,"","Diesel","","ASHLAND","",46.625631,-68.401139
"I-83-1997",6/23/1997,"","Gasoline Unspecified","","CARIBOU","",46.858489,-68.010166
"I-83-1999",6/16/1999,"","None","","ST AGATHA","",47.238517,-68.305577
"I-83-2003",3/23/2003,"500 gallons from 2 275 gallon tanks in series-snow fell from roof onto line","#1 Fuel Oil - Kerosene","","PRESQUE ISLE","Quest Center US Rt. 1 Presque Isle",46.744968,-67.995149
"I-83-2010",6/8/2010 1:52:00 PM,"","#2 Fuel Oil","","FORT KENT","671 Frenchville Road - single family residential",47.279962,-68.555542
"I-84-1988",6/15/1988,"","#2 Fuel Oil","","FORT KENT","",47.253561,-68.592465
"I-84-1994",6/27/1994 3:00:00 PM,"","#2 Fuel Oil","","LIMESTONE","",46.927608,-67.929144
"I-84-1995",9/13/1995,"","None","","WOODLAND","",46.843607,-68.070835
"I-84-1998",4/3/1998,"","Diesel","","HOULTON","",46.117585,-67.853488
"I-84-2000",8/18/2000,"","Gasoline Unspecified","","MONTICELLO","",46.242095,-67.840089
"I-85-1986",7/14/1986,"","Gasoline Unspecified","","HODGDON","",46.053902,-67.867176
"I-85-1991",5/20/1991,"","None","","MOUNT CHASE","",46.104999,-68.557227
"I-85-1995",9/19/1995,"","#2 Fuel Oil","","WASHBURN","",46.791108,-68.158334
"I-85-1997",7/2/1997 4:30:00 PM,"old UST Tank removal and upgrade at Kelley Commons, soils that were contaminated were landspread","#2 Fuel Oil","","PRESQUE ISLE","UMPI Kelley Commons, Univ Maine @ Presque Isle, Presque Isle",46.670569,-68.015723
"I-85-2000",8/16/2000,"","#2 Fuel Oil","","CARIBOU","",46.899443,-68.15278
"I-86-1994",7/5/1994,"","Diesel","","T10 R13 WELS","",46.602224,-69.522772
"I-86-1997",7/2/1997 8:10:00 AM,"#2 fuel oil spilled out while unloading old UST (from UMPI) from trailer.","#2 Fuel Oil","","PRESQUE ISLE","GS  Bonville Junkyard, East Chapman Road, Presque Isle",46.66988,-68.016713
"I-86-2003",3/26/2003 10:09:15 AM,"Ice moved line & broke filter","#1 Fuel Oil - Kerosene","","HOULTON","",46.148143,-67.85005
"I-86-2004",5/16/2004,"150.99 gallons from AST outside","#1 Fuel Oil - Kerosene","","CARIBOU","Peggy Beaulieu 515 River Road Caribou",46.8627,-67.96738
"I-86-2007",5/7/2007 9:00:00 AM,"piping upgrade","Unleaded Gasoline","","MADAWASKA","Bob's Neighborhood Store,  Main Street, Madawaska",47.353571,-68.308131
"I-87-1997",5/9/1997,"","#2 Fuel Oil","","CARIBOU","",46.873568,-67.994333
"I-87-1998",3/5/1998 8:30:00 AM,"broken bushing on fuel line of AST, resulted in spill of approx 50 gallons of kerosene","#1 Fuel Oil - Kerosene","","ISLAND FALLS","Mary Grant' s home, Sherman Road, RR1 Box 257, Island Falls",45.992992,-68.272049
"I-87-2002",5/28/2002 4:30:34 PM,"","Unspecified Motor Fuel","","HOULTON","",46.121867,-67.844978
"I-88-1988",5/15/1988,"","None","","PRESQUE ISLE","",46.67252,-68.009301
"I-88-1994",6/6/1994,"","Unleaded Gasoline","","NASHVILLE PLT","",46.699327,-68.48065
"I-88-1995",7/14/1995,"","Gasoline Unspecified","","STOCKHOLM","",47.012724,-68.096718
"I-88-1996",8/7/1996,"","Unleaded Gasoline","","FORT FAIRFIELD","",46.770269,-67.825352
"I-88-2009",6/1/2009 5:00:00 PM,"During demolition of apt old oil spill uncovered beneath old concrete floor foundation","#2 Fuel Oil","","PRESQUE ISLE","Demolished apartment bldg, 299 Main St., Presque Isle",46.678046,-68.015856
"I-89-1994",6/24/1994,"","Diesel","","MADAWASKA","",47.355393,-68.31855
"I-89-1995",8/21/1995 3:30:00 PM,"","#2 Fuel Oil","","HOULTON","",46.120171,-67.851967
"I-89-1997",7/16/1997,"","#1 Fuel Oil - Kerosene","","FORT KENT","",47.250121,-68.598754
"I-89-1998",4/14/1998,"","#2 Fuel Oil","","FORT FAIRFIELD","",46.769963,-67.832851
"I-90-1988",6/20/1988,"","Unspecified Oil","","LITTLETON","",46.216783,-67.854482
"I-90-1993",5/14/1993,"","Gasoline Unspecified","","CONNOR TWP","",46.993199,-68.029894
"I-90-1994",7/20/1994 5:50:00 PM,"","","","PRESQUE ISLE","",46.696608,-68.049332
"I-90-1995",9/22/1995,"","Unleaded Gasoline","","EASTON","",46.659997,-67.910834
"I-90-1996",8/20/1996 9:00:00 AM,"","Waste Oil/Used Motor Oil","","FORT FAIRFIELD","",46.771896,-67.831491
"I-90-1997",7/17/1997 12:23:00 AM,"","Diesel","","MADAWASKA","",47.35889,-68.328609
"I-90-1998",4/15/1998,"","#1 Fuel Oil - Kerosene","","BRIDGEWATER","",46.427619,-67.843805
"I-90-2000",9/11/2000,"","#2 Fuel Oil","","LITTLETON","",46.240264,-67.842616
"I-90-2002",5/24/2002 12:00:27 AM,"","Diesel","","LIMESTONE","",46.783379,-67.827985
"I-90-2012",5/22/2012 7:00:00 PM,"80 gallon kerosene spill","#1 Fuel Oil - Kerosene","","MADAWASKA","Brian Mino Home 138 Pleasant Ave Madawaska, Me",47.353013,-68.327118
"I-91-1994",7/15/1994,"","Aviation Gasoline","Fuel for piston powered aircraft.","MOUNT CHASE","",46.104999,-68.557227
"I-91-1995",8/18/1995,"","#2 Fuel Oil","","PRESQUE ISLE","",46.678392,-68.019304
"I-91-1996",8/22/1996,"","Unleaded Gasoline","","HOULTON","",46.111897,-67.857725
"I-91-1998",4/15/1998,"","#1 Fuel Oil - Kerosene","","CROSS LAKE TWP","",47.140239,-68.346673
"I-92-1994",7/19/1994,"","Leaded Gasoline","","FORT FAIRFIELD","",46.765834,-67.849716
"I-92-1996",8/21/1996,"","#2 Fuel Oil","","PRESQUE ISLE","",46.693844,-68.035787
"I-92-2002",5/31/2002 8:12:25 AM,"","#2 Fuel Oil","","MONTICELLO","",46.309269,-67.841025
"I-93-1994",7/19/1994,"","#2 Fuel Oil","","CARIBOU","",46.860277,-68.011116
"I-93-1995",9/25/1995,"","Hazardous Chemical - Unspecified","","PRESQUE ISLE","",46.69772,-67.991028
"I-93-2001",6/8/2001 4:15:00 AM,"","Diesel","","SHERMAN","",45.890473,-68.404137
"I-93-2002",6/12/2002 9:02:01 AM,"","Gasoline Unspecified","","ST FRANCIS","Fernand Ouellette P.O. Box 122 St. Francis, Me. 04774",47.170448,-68.890136
"I-94-1992",7/6/1992,"","#2 Fuel Oil","","WESTFIELD","",46.569779,-67.922207
"I-94-1994",7/27/1994,"","Waste Oil/Used Motor Oil","","OAKFIELD","",46.108613,-68.148052
"I-94-1995",10/5/1995 12:40:00 AM,"","Diesel","","DYER BROOK","",46.068946,-68.223531
"I-94-2001",8/9/2001,"","Hazardous Chemical - Specified in report","","SMYRNA","",46.144778,-68.069921
"I-95-1994",7/21/1994 3:00:00 PM,"","","","CARIBOU","",46.853165,-68.006669
"I-95-1995",10/5/1995,"","Unleaded Gasoline","","BLAINE","",46.504996,-67.86889
"I-95-1998",4/21/1998,"","Gasoline Unspecified","","SHERMAN","",45.872623,-68.386726
"I-95-2007",5/22/2007,"230 gallons lost from outside AST- Hole in fuel line","#1 Fuel Oil - Kerosene","","BRIDGEWATER","Janet Helenski 228 Boundryline Road Bridgewater, Me.",46.43598,-67.819772
"I-95-2011",5/12/2011 2:00:00 PM,"old UST with fill pipes abandoned/out of service","None","","PRESQUE ISLE","Jakki Kennedy property 46 White road",46.648296,-67.93139
"I-96-1991",5/22/1991,"","Gasoline Unspecified","","PRESQUE ISLE","",46.654179,-68.047642
"I-96-1994",8/1/1994 8:50:00 AM,"","Hazardous Chemical - Unspecified","","MADAWASKA","",47.35889,-68.328609
"I-96-1995",10/5/1995 4:00:00 PM,"","Waste Oil/Used Motor Oil","","WASHBURN","",46.757,-68.067637
"I-96-1998",4/20/1998,"","#2 Fuel Oil","","CARIBOU","",46.912923,-67.929184
"I-96-2001",8/23/2001 8:00:00 AM,"","Hydraulic Oil","","MAPLETON","",46.682005,-68.145567
"I-96-2009",5/31/2009,"Maine Public Service truck leaked approximately 3-4 gallons of hydraulic fuel during a service call from a tornado damage.","Hydraulic Oil","","WESTFIELD","2 tenth of a mile on the Simpson Rd. in Westfield 100 feet before fork. Maine Public Service utility Pole Number 7622",46.556693,-67.992111
"I-97-1994",8/2/1994,"","Hazardous Chemical - Unspecified","","NEW LIMERICK","",46.103611,-67.964166
"I-97-1995",10/7/1995 12:19:00 PM,"","#2 Fuel Oil","","FORT FAIRFIELD","",46.755355,-67.818543
"I-97-1997",8/1/1997,"","Gasoline Unspecified","","WESTFIELD","",46.568709,-67.950231
"I-97-2012",6/8/2012 10:49:00 PM,"Fuel filter leaked 3-4 gal #2 oil","#2 Fuel Oil","","HOULTON","Betty Joseph home Maliseet Housing 2 Eagle Drive",46.161418,-67.8042
"I-98-1988",7/7/1988,"","Diesel","","FORT FAIRFIELD","",46.777633,-67.843757
"I-98-1994",8/8/1994,"","Pesticide General","","CASWELL","",47.035556,-67.799167
"I-98-1996",9/5/1996 2:30:00 PM,"","#2 Fuel Oil","","PRESQUE ISLE","",46.697632,-68.033132
"I-98-2002",6/14/2002 12:00:48 PM,"","Diesel","","TD R02 WELS","HCR 62, box 770 Kingman, Maine  04451",46.338882,-67.919222
"I-98-2003",4/12/2003 6:29:31 PM,"AST spill frost moved tank & Damaged filter","#1 Fuel Oil - Kerosene","","CARIBOU","",46.876203,-67.970233
"I-98-2004",5/30/2004,"AST leak","#2 Fuel Oil","","HOULTON","Becky Merrill 332 Court Street Houlton, Maine",46.102328,-67.840023
"I-98-2012",6/12/2012 11:22:00 AM,"Dump truck leaked 45 gallons diesel","Diesel","","T06 R06 WELS","Irving Woodlands harvest 12.5 miles on Lane Brook Road",46.161193,-68.50595
"I-99-1994",8/8/1994 8:50:00 PM,"","Unleaded Gasoline","","ISLAND FALLS","",46.008893,-68.28083
"I-99-1995",10/13/1995 4:10:00 PM,"","#2 Fuel Oil","","PRESQUE ISLE","",46.678392,-68.019304
"I-99-2007",6/4/2007 8:00:00 AM,"Piping upgrades, dispenser sump w/ assoc.  leak detection installation","Unleaded Gasoline","","ST FRANCIS","John's Country Store, 1005 Main Street, St. Francis",47.168497,-68.909935
"I-100-1987",7/21/1987,"","None","","FORT FAIRFIELD","",46.697059,-67.867112
"I-100-1992",7/10/1992,"","Diesel","","PRESQUE ISLE","",46.690871,-68.010952
"I-100-1994",8/18/1994 8:00:00 AM,"","Hydraulic Oil","","PRESQUE ISLE","",46.681444,-68.014162
"I-100-1995",10/14/1995 11:14:00 AM,"","#1 Fuel Oil - Kerosene","","PRESQUE ISLE","",46.674416,-68.022605
"I-100-1998",4/28/1998,"","Gasoline Unspecified","","WASHBURN","",46.837011,-68.157499
"I-101-1994",8/14/1994 6:20:00 PM,"","Diesel","","CASWELL","",46.97567,-67.885666
"I-101-1995",10/15/1995 6:15:00 PM,"","","","WOODLAND","",46.846469,-68.134005
"I-102-1993",7/3/1993 11:15:00 AM,"","#2 Fuel Oil","","PATTEN","",45.994748,-68.44633
"I-102-1994",8/29/1994,"","Hazardous Chemical - Unspecified","","CARIBOU","",46.859967,-68.016947
"I-102-1995",10/18/1995 9:00:00 PM,"","Diesel","","FORKSTOWN TWP","",45.997226,-67.979997
"I-102-2003",4/24/2003 8:30:57 AM,"","Gasoline Unspecified","","ST AGATHA","Rte. 162 St. Agatha",47.243842,-68.329114
"I-103-1994",8/23/1994,"","Diesel","","CARIBOU","",46.844137,-68.048883
"I-103-1996",8/30/1996,"","#2 Fuel Oil","","MADAWASKA","",47.356489,-68.332918
"I-103-2001",9/15/2001,"","Diesel","","DYER BROOK","",46.093332,-68.201947
"I-103-2003",4/24/2003 9:35:25 AM,"contaminated well","#1 Fuel Oil - Kerosene","","WESTFIELD","",46.569242,-67.937215
"I-104-1994",6/24/1994,"","Gasoline Unspecified","","LIMESTONE","",46.884359,-67.825528
"I-104-1998",5/20/1998,"","Unleaded Gasoline","","CARIBOU","",46.811145,-67.996652
"I-104-1999",5/24/1999,"","Gasoline Unspecified","","PRESQUE ISLE","",46.688237,-68.012219
"I-104-2011",5/31/2011 12:56:00 PM,"Gasoline tank truck rollover. Rt 11 - 5077 gallons lost","Unleaded Gasoline","","WALLAGRASS","John T. Noble PO Box 188 Caribou, Me.",47.180676,-68.604301
"I-105-1994",7/20/1994 3:15:00 PM,"","#2 Fuel Oil","","PRESQUE ISLE","",46.67608,-67.996608
"I-105-1995",10/17/1995,"","#2 Fuel Oil","","WESTFIELD","",46.570139,-67.917751
"I-105-1998",5/19/1998,"","#2 Fuel Oil","","PRESQUE ISLE","",46.675676,-68.015539
"I-105-2002",6/26/2002,"","Diesel","","FORT KENT","Irving Mainway main St. Fort Kent",47.248344,-68.600858
"I-105-2007",6/8/2007,"House fire on May 13, 2007. Oil from basement tank got to well Daughter is the contact- Vicki Soucier 444-5064","#2 Fuel Oil","","WALLAGRASS","Ray and Juliette Pelletier 2020 Aroostook Road Wallagrass, Me. 04781",47.1211,-68.597375
"I-106-1988",7/13/1988,"","Diesel","","VAN BUREN","",47.142195,-67.945581
"I-106-1998",5/21/1998,"","#1 Fuel Oil - Kerosene","","PRESQUE ISLE","",46.66392,-68.036691
"I-106-2000",9/20/2000,"","None","","PRESQUE ISLE","",46.695653,-68.007486
"I-106-2002",6/4/2002 9:45:41 PM,"","Transmission Oil","","PRESQUE ISLE","PI public works - dump truck at Public swimming pool",46.678516,-68.019841
"I-106-2003",5/3/2003 7:53:30 PM,"Pesticides- overpack","Hazardous Chemical - Specified in report","","NEW SWEDEN","Bondeson Road New Sweden",46.924471,-68.162678
"I-106-2007",5/30/2007 9:00:00 AM,"Tank & piping removal and upgrade -Remediation#","Unleaded Gasoline","","HOULTON","Doc's Place, 50 Bangor Street, Houlton",46.123663,-67.843796
"I-107-1994",8/12/1994 8:15:00 AM,"","Diesel","","LIMESTONE","",46.770727,-67.828145
"I-107-1995",10/18/1995,"","#6 Fuel Oil","","HOULTON","",46.127776,-67.828056
"I-107-2004",6/11/2004,"positive DRO","#2 Fuel Oil","","HOULTON","",46.100437,-67.836615
"I-108-1993",7/9/1993 10:18:00 AM,"","Pesticide General","","PRESQUE ISLE","",46.690474,-68.019857
"I-108-1994",8/16/1994,"","Gasoline Unspecified","","CASWELL","",47.036141,-67.817305
"I-108-1995",10/18/1995,"","#2 Fuel Oil","","CARIBOU","",46.864442,-68.033056
"I-108-1996",9/25/1996,"","Unleaded Gasoline","","ASHLAND","",46.629164,-68.402955
"I-108-1999",7/14/1999,"junkyard with old propane tanks and USTs some not yet cleaned","Unspecified Oil","","MERRILL","Edgar Barnes Junkyard, Clark Settlement Road, Merrill",46.159721,-68.248884
"I-108-2003",4/15/2003,"Contaminated well","Gasoline Unspecified","","ASHLAND","Richard Murphy Henderson road Ashland",46.606043,-68.349966
"I-108-2004",6/21/2004,"Clean-up from tank removal went to landfill.  1.5 yards of #6 and #5 oil contaminated sand.","#6 Fuel Oil","","HOULTON","Houlton Regional Hospital  20 Hartfort Street  Houlton ",46.1339,-67.844581
"I-109-1994",7/15/1994 7:45:00 AM,"","","","MONTICELLO","",46.308553,-67.839645
"I-109-1998",5/23/1998,"","#1 Fuel Oil - Kerosene","","FORT FAIRFIELD","",46.69681,-67.805232
"I-110-1993",7/16/1993,"","Jet Fuel","Fuel for turbine powered aircraft.","LIMESTONE","",46.948497,-67.893497
"I-110-1996",9/25/1996,"","#2 Fuel Oil","","CARIBOU","",46.830998,-68.007977
"I-110-2002",7/2/2002 8:00:00 AM,"","#1 Fuel Oil - Kerosene","","CASTLE HILL","2 miles toward river from Stove pipe corner",46.740947,-68.225876
"I-110-2004",6/22/2004,"4 30-gallon totes of sorbents and speedy dry which was used to clean up small spills, was brought to the landfill.","Gasoline Unspecified","","PRESQUE ISLE","MPG Parson Road Gas Station.",46.68953,-68.018669
"I-111-1987",7/2/1987,"","None","","MARS HILL","",46.558739,-67.841881
"I-111-1993",7/7/1993,"","Gasoline Unspecified","","LIMESTONE","",46.914695,-67.873942
"I-111-1994",8/23/1994 11:00:00 AM,"","Gasoline Unspecified","","CARIBOU","",46.854863,-68.017866
"I-111-1996",10/2/1996,"","None","","PRESQUE ISLE","",46.693844,-68.035787
"I-111-2000",9/26/2000,"","Gasoline Unspecified","","PRESQUE ISLE","",46.68824,-68.012223
"I-111-2005",6/14/2005 9:00:00 AM,"hydraulic oil spill","Hydraulic Oil","","T09 R07 WELS","",46.430139,-68.645441
"I-112-1994",6/3/1994 12:00:00 PM,"","Gasoline Unspecified","","MAPLETON","",46.83964,-68.000557
"I-112-1995",11/6/1995,"","#2 Fuel Oil","","CROSS LAKE TWP","",47.140557,-68.365836
"I-112-1999",7/20/1999,"","Diesel","","CARIBOU","",46.855124,-68.027976
"I-112-2000",10/3/2000 2:08:00 PM,"","#2 Fuel Oil","","MONTICELLO","",46.305833,-67.839442
"I-113-1993",7/23/1993,"","#5 Fuel Oil","","FORT FAIRFIELD","",46.767316,-67.840533
"I-113-1994",8/25/1994,"","Diesel","","PRESQUE ISLE","",46.68611,-68.018889
"I-113-1995",11/6/1995 6:00:00 PM,"","Gasoline Unspecified","","PRESQUE ISLE","",46.645892,-68.001244
"I-113-1996",10/7/1996,"","Diesel","","CARIBOU","",46.868139,-68.001356
"I-113-1998",4/29/1998,"","Unleaded Gasoline","","PRESQUE ISLE","",46.688792,-68.019036
"I-114-1992",8/12/1992,"","Gasoline Unspecified","","BLAINE","",46.479509,-67.867468
"I-114-1994",8/16/1994,"","Leaded Gasoline","","LINNEUS","",46.075556,-67.941388
"I-114-1995",11/9/1995,"","#2 Fuel Oil","","CARIBOU","",46.912582,-67.929056
"I-114-1996",10/8/1996,"","#2 Fuel Oil","","CARIBOU","",46.885095,-68.012703
"I-114-2000",8/11/2000,"","Gasoline Unspecified","","PRESQUE ISLE","",46.73367,-68.04317
"I-114-2003",5/26/2003,"","Algae Blooms/Plant Pollen Sheens","","PRESQUE ISLE","Organic sheen reported on Aroostook River",46.734498,-68.034137
"I-115-1994",8/23/1994,"","Lube Oil","","MADAWASKA","",47.358891,-68.328887
"I-115-2003",5/6/2003,"Discharge of oil from oil/water separator","#2 Fuel Oil","","CARIBOU","Daigle Oil Bulk Plant US Rt. 1 Caribou",46.808794,-67.994945
"I-116-1994",8/24/1994,"","Diesel","","CARIBOU","",46.855279,-68.019171
"I-116-2002",7/22/2002 1:18:00 PM,"","Diesel","","EAGLE LAKE","",47.041131,-68.596219
"I-117-1991",6/27/1991,"","Gasoline Unspecified","","MONTICELLO","",46.281104,-67.83937
"I-117-1997",8/25/1997,"","#2 Fuel Oil","","MONTICELLO","PO Box 218 Monticello, Maine",46.354535,-67.842607
"I-117-2002",7/18/2002 12:00:13 AM,"","#1 Fuel Oil - Kerosene","","T15 R06 WELS","",46.945937,-68.533364
"I-117-2004",7/5/2004 10:03:00 AM,"","Diesel","","PORTAGE LAKE","On West Road by camp number 522",46.770598,-68.51656
"I-117-2005",6/29/2005 7:00:00 AM,"UST removal contamination under pump island and very minor amount around one spill bucket","Unleaded Gasoline","","FORT KENT","",47.256647,-68.589773
"I-117-2009",6/25/2009,"240 gallons kerosine-corrosion hole in AST","#1 Fuel Oil - Kerosene","","WOODLAND","Lorri Wilcox 5 McIntyre Road Woodland, Maine",46.874959,-68.104882
"I-118-1994",9/6/1994,"","Unleaded Gasoline","","CARIBOU","",46.858893,-68.019721
"I-118-1995",11/16/1995,"","Gasoline Unspecified","","VAN BUREN","",43.656663,-70.255633
"I-118-1998",5/21/1998,"","#2 Fuel Oil","","CARIBOU","",46.864784,-68.004846
"I-118-2005",6/29/2005,"UST removal - no contamination","Unleaded Gasoline","","HOULTON","Greg's Store 431 Bangor Street Houlton, Me.",46.102741,-67.870139
"I-119-1998",6/10/1998,"","#2 Fuel Oil","","PRESQUE ISLE","",46.683289,-68.015184
"I-119-2003",4/16/2003,"Containers dropped off at DEP Door when no one was around.","Hazardous Chemical - Unspecified","","PRESQUE ISLE","",46.70796,-68.045706
"I-119-2004",7/4/2004 7:30:00 AM,"AST connect to tractor. return line came unhooked","Diesel","","EASTON","",46.662786,-67.899811
"I-120-1992",8/14/1992 10:05:00 AM,"","#2 Fuel Oil","","PATTEN","",45.995581,-68.449379
"I-120-1995",11/21/1995 12:15:00 PM,"","Diesel","","T08 R07 WELS","",46.376136,-68.626245
"I-120-1999",8/12/1999,"","#1 Fuel Oil - Kerosene","","PRESQUE ISLE","",46.738885,-67.997499
"I-120-2001",10/12/2001,"","#6 Fuel Oil","","ISLAND FALLS","",46.008154,-68.273062
"I-120-2002",6/29/2002 7:45:18 PM,"","Gasoline Unspecified","","PRESQUE ISLE","Dead River Food Trend 43 North St., Suite A Presque Isle",46.677409,-68.016346
"I-120-2003",6/4/2003,"UST removal at Mainway Bulk Plant. Propane release when line was damaged Hydraulic oil spill from Dead River Truck ","Hydraulic Oil","","PRESQUE ISLE","Behind Mainway store",46.699178,-68.010358
"I-121-1995",11/21/1995,"","Gasoline Unspecified","","CARIBOU","",46.867042,-68.005263
"I-121-2001",10/1/2001,"","Diesel","","OAKFIELD","",46.098667,-68.161311
"I-121-2007",6/27/2007,"150.99 gal. fuel oil-disconnected line from furnace to move and dog hit valve","#2 Fuel Oil","","CASTLE HILL","Ronald Argraves 507 Turner Road Castle Hill, Me.",46.715431,-68.220978
"I-122-1995",11/26/1995 8:00:00 PM,"","Asphalt","","WASHBURN","",46.79361,-68.154717
"I-122-2003",6/12/2003,"UST removals","#2 Fuel Oil","","LIMESTONE","Irving Limestone, 3 Foster Ave (Rte 89), Limestone",46.913116,-67.826185
"I-123-1992",8/18/1992,"","Leaded Gasoline","","WASHBURN","",46.755746,-68.094557
"I-123-1995",12/5/1995,"","Gasoline Unspecified","","CARIBOU","",46.924648,-67.928956
"I-123-2002",10/29/2002 11:17:47 AM,"10.99 gallons of #5 oil leaked from piping into containment dike. ","#5 Fuel Oil","","HOULTON","Houlton hospital's boiler's room.",46.1339,-67.844581
"I-123-2007",6/21/2007 12:00:00 PM,"removal of UST 550 gallon double walled steel tank","#2 Fuel Oil","","PRESQUE ISLE","Haines Mfg Co, 243 Main St., Presque Isle",46.675682,-68.016915
"I-124-1987",9/1/1987 8:25:00 AM,"","","","T17 R04 WELS","",47.166467,-68.269556
"I-124-1994",9/8/1994 3:30:00 PM,"","Ammonia","","CARIBOU","",46.853165,-68.006669
"I-124-2000",10/3/2000,"","Hydraulic Oil","","CASWELL","",46.984697,-67.919536
"I-124-2009",7/2/2009 1:00:00 PM,"About 15 gallons leaked from corroded drum while crew was pumping off tank","#2 Fuel Oil","","CARIBOU","Daigle Oil Co. Home of Dr. Dan Harrigan 8 Park Street Caribou, Me.",46.862718,-68.010815
"I-125-1991",5/3/1991,"","Gasoline Unspecified","","LIMESTONE","",46.942776,-67.927778
"I-125-1994",9/14/1994,"","#1 Fuel Oil - Kerosene","","MONTICELLO","",46.313056,-67.841692
"I-125-1997",9/3/1997,"","Diesel","","FORT KENT","",47.248344,-68.600858
